town,buffer,metric,sen_slope_per_decade,qcat,p_upper,p_lower,p_two,baseline_mean,early_mean,late_mean,delta_late_minus_early,question,stressor,survey_col,question_text
Deary,10mibuffer,meanminanomanntemp,0.33897847870871245,Q6,0.1765,0.8235,0.353,-2.45461544145294e-5,-0.35781972890368513,0.5593145893366818,0.9171343182403668,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,none,meanminanomanntemp,0.37888632547319,Q6,0.2025,0.7975,0.405,-3.393583207553518e-5,-0.42451421571073,0.6958535624024718,1.1203677781132018,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,meanminanomanntemp,0.36971151217310755,Q6,0.1595,0.8405,0.319,-6.151351110791484e-6,-0.33495970899179667,0.5477604684901108,0.8827201774819076,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,none,meanminanomanntemp,0.32563785918771593,Q6,0.175,0.825,0.35,-3.304014883246512e-5,-0.30712469485048544,0.4975012270092686,0.804625921859754,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,meanminanomanntemp,0.22519467436940116,Q7,0.1095,0.8905,0.219,4.263963883369135e-6,-0.25679608302413187,0.23368072965938766,0.4904768126835195,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,none,meanminanomanntemp,0.20344737543807784,Q7,0.107,0.893,0.214,2.1009733355467205e-5,-0.24595847054576717,0.17033653713260494,0.41629500767837213,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,10mibuffer,meanminanomanntemp,0.2648004029422495,Q7,0.104,0.896,0.208,2.7026481717820127e-6,-0.29553707669506574,0.31263975843275144,0.6081768351278172,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,none,meanminanomanntemp,0.19964234591641344,Q7,0.1395,0.8605,0.279,-1.292055578873897e-5,-0.23124283867966455,0.24141077620859538,0.47265361488825997,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,10mibuffer,maxmaxanomjjatemp,0.9202648244699928,Q6,0.173,0.827,0.346,9.301724187641975,7.872961157657475,11.853860940079507,3.980899782422032,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,none,maxmaxanomjjatemp,1.0245013060390977,Q6,0.1715,0.8285,0.343,9.345183992739193,7.774983554416355,12.164348280165052,4.389364725748697,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,10mibuffer,maxmaxanomjjatemp,0.7581886032610728,Q6,0.1645,0.8355,0.329,9.322619636619795,8.131443188253352,11.286154778737693,3.1547115904843412,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,none,maxmaxanomjjatemp,0.7599250176025183,Q6,0.1635,0.8365,0.327,9.358327740631584,8.170287436208312,11.33169918593542,3.161411749727108,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,maxmaxanomjjatemp,0.6618137978751749,Q6,0.1755,0.8245,0.351,9.280809875754501,8.337183640216592,11.324407152865897,2.9872235126493045,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,none,maxmaxanomjjatemp,0.606018991181076,Q6,0.1935,0.8065,0.387,9.2800193277994385,8.380605265299478,11.359912923177065,2.9793076578775874,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,maxmaxanomjjatemp,0.6880279113274635,Q6,0.1835,0.8165,0.367,9.306462882004439,8.380357335612167,10.973401153130139,2.5930438175179713,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,none,maxmaxanomjjatemp,0.6678966929982391,Q6,0.1815,0.8185,0.363,9.33783742925171,8.432004135296056,10.99431568761005,2.562311552313993,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,10mibuffer,maxmaxanomjjatemp,0.6771712093037986,Q6,0.2025,0.7975,0.405,9.322803439487142,8.364611708639236,11.041311356896044,2.6766996482568075,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,none,maxmaxanomjjatemp,0.6918209837441374,Q6,0.1885,0.8115,0.377,9.302850792926318,8.356976972939359,10.98471268363624,2.6277357106968804,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,10mibuffer,maxmaxjjatemp,0.8036579094881091,Q6,0.177,0.823,0.354,36.08190728154252,35.01345880815192,37.616198364559615,2.6027395564076983,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,none,maxmaxjjatemp,0.8562360491071429,Q6,0.189,0.811,0.378,36.789509921603795,35.62888539632163,38.56166636149093,2.9327809651693,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,10mibuffer,maxmaxjjatemp,0.6292477209166868,Q6,0.178,0.822,0.356,36.60840955272393,35.85317602381562,37.66792395846473,1.8147479346491124,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,none,maxmaxjjatemp,0.6429482736892168,Q6,0.1765,0.8235,0.353,36.377357335244525,35.60363749842502,37.45774437689023,1.8541068784652097,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,maxmaxjjatemp,0.577140273197265,Q6,0.222,0.778,0.444,34.78706725292046,33.97709018918213,36.03402819742972,2.0569380082475917,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,none,maxmaxjjatemp,0.5549926757809658,Q6,0.232,0.768,0.464,35.13108418782556,34.30246582031242,36.49000244140643,2.1875366210940115,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,maxmaxjjatemp,0.496882256562554,Q6,0.195,0.805,0.39,38.63054036120329,38.326394123352316,39.34858227530192,1.0221881519496065,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,none,maxmaxjjatemp,0.48806713473375396,Q6,0.1905,0.8095,0.381,39.09979215232273,38.810431400422125,39.81548501291572,1.0050536124935974,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,10mibuffer,maxmaxjjatemp,0.5346602053080005,Q6,0.183,0.817,0.366,38.36591652493602,37.99676395823122,39.167729541577515,1.1709655833462946,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,none,maxmaxjjatemp,0.5103632387908192,Q6,0.183,0.817,0.366,38.75715761046482,38.41976278553832,39.50000252101743,1.0802397354791111,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,10mibuffer,maxminanomjjatemp,0.20842841938065795,Q7,0.0845,0.9155,0.169,6.929884466305083,6.735733357199744,7.226376678001526,0.49064332080178197,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,none,maxminanomjjatemp,0.10185716417098588,Q6,0.241,0.759,0.482,6.973932269061141,6.839336802164896,7.2249734836154715,0.38563668145057584,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,10mibuffer,maxminanomjjatemp,0.23567147340399774,Q7,0.088,0.912,0.176,7.001026584293317,6.598066716754998,7.390331760700197,0.792265043945199,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,none,maxminanomjjatemp,0.2884714394449388,Q7,0.062,0.938,0.124,7.191506557669708,6.659766868673289,7.808786253570387,1.1490193848970982,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,maxminanomjjatemp,0.3058627467709888,Q7,0.031,0.969,0.062,6.816892252678748,6.398640175938374,7.4391908412097605,1.040550665271386,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,none,maxminanomjjatemp,0.2567291259765814,Q7,0.055,0.945,0.11,6.891677958170571,6.485945638020902,7.2972706095377,0.8113249715167976,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,maxminanomjjatemp,0.03052114352586196,Q5,0.4155,0.5845,0.831,6.959084482944738,6.673190382720645,7.171760464536521,0.4985700818158758,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,none,maxminanomjjatemp,0.08207450216724524,Q5,0.3005,0.6995,0.601,7.003783509175929,6.644521704233013,7.37409354261186,0.7295718383788463,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,10mibuffer,maxminanomjjatemp,0.06298073659959005,Q5,0.336,0.664,0.672,6.979753704205762,6.661288930088379,7.258004201869943,0.596715271781564,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,none,maxminanomjjatemp,-0.05554450321796886,Q3,0.635,0.365,0.73,6.926640582245983,6.723133261860319,7.03391614388752,0.31078288202720117,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,10mibuffer,maxminjjatemp,0.4594018335319342,Q7,0.04,0.96,0.08,15.09246790517052,15.252116242104922,14.833935536815726,-0.4181807052891955,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,none,maxminjjatemp,0.37870172868736063,Q7,0.0615,0.9385,0.123,15.280420091417183,15.620681254069108,14.886667887369919,-0.7340133666991893,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,10mibuffer,maxminjjatemp,0.5799200336321471,Q7,0.125,0.875,0.25,16.46766940944225,16.522233329133115,16.461916275910426,-0.060317053222689765,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,none,maxminjjatemp,0.6336508661557143,Q6,0.146,0.854,0.292,16.243745766916597,16.164660053868324,16.444516483430032,0.27985642956170764,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,maxminjjatemp,0.5283912723768637,Q6,0.1555,0.8445,0.311,16.24958269398849,16.17795929962522,16.424143102392225,0.2461838027670069,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,none,maxminjjatemp,0.4913635253905113,Q7,0.1105,0.8895,0.221,15.32297566731773,15.263693237304732,15.300000000000022,0.03630676269528976,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,maxminjjatemp,0.2963048193126383,Q7,0.036,0.964,0.072,19.457274707809955,19.858581963020317,19.11512350507553,-0.7434584579447865,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,none,maxminjjatemp,0.3279818151896577,Q6,0.1475,0.8525,0.295,19.908279681462123,20.18463548229592,19.651615068989422,-0.5330204133064989,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,10mibuffer,maxminjjatemp,0.29068375719374373,Q7,0.0405,0.9595,0.081,18.86621440726019,19.241408653797315,18.56419965880413,-0.6772089949931832,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,none,maxminjjatemp,0.23233271059800698,Q7,0.0775,0.9225,0.155,19.225867981841688,19.705504574983017,18.772173276155023,-0.9333312988279943,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,10mibuffer,meananomjjatemp,0.4795690038639322,Q7,0.0905,0.9095,0.181,-1.75496191652987e-17,-0.5493338459873611,0.6188919970659695,1.1682258430533308,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,none,meananomjjatemp,0.4617345505866469,Q7,0.089,0.911,0.178,-9.170181974882396e-17,-0.5317247059034257,0.6026359281678084,1.1343606340712342,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,10mibuffer,meananomjjatemp,0.46899714481184807,Q7,0.103,0.897,0.206,5.921189464667501e-17,-0.5277937277852298,0.6012181842805753,1.129011912065805,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,none,meananomjjatemp,0.4679298775392686,Q7,0.103,0.897,0.206,4.716279450311944e-17,-0.5248276648536981,0.5929305390031886,1.1177582038568867,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,meananomjjatemp,0.4232795443092785,Q7,0.118,0.882,0.236,8.925875085348996e-17,-0.4996087582775009,0.5962512121611773,1.0958599704386782,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,none,meananomjjatemp,0.3631004981125932,Q7,0.1135,0.8865,0.227,-6.390287604629563e-17,-0.4110006636467507,0.4717305998871247,0.8827312635338753,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,meananomjjatemp,0.38961762783964204,Q7,0.106,0.894,0.212,4.308258032733233e-17,-0.4747605816087679,0.436866177147098,0.911626758755866,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,none,meananomjjatemp,0.4008158734285474,Q7,0.1015,0.8985,0.203,3.752423718972331e-17,-0.48310386903825003,0.43902624486038616,0.9221301138986362,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,10mibuffer,meananomjjatemp,0.41449834704140937,Q7,0.096,0.904,0.192,4.021305857748736e-17,-0.4837252195157909,0.4599342408550022,0.9436594603707931,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,none,meananomjjatemp,0.37549507633654916,Q7,0.1,0.9,0.2,-3.840153744762616e-17,-0.44271542597808566,0.40405969169054873,0.8467751176686344,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,10mibuffer,meanjjatemp,0.4795690038639311,Q7,0.0905,0.9095,0.181,16.892110097371948,16.342776251384585,17.511002094437917,1.1682258430533317,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,none,meanjjatemp,0.46173455058664814,Q7,0.089,0.911,0.178,17.22641259621885,16.694687890315425,17.82904852438666,1.1343606340712356,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,10mibuffer,meanjjatemp,0.46899714481184746,Q7,0.103,0.897,0.206,17.51637108420455,16.988577356419324,18.117589268485126,1.1290119120658026,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Deary,none,meanjjatemp,0.4679298775392695,Q7,0.103,0.897,0.206,17.193419113622877,16.66859144876918,17.786349652626065,1.1177582038568836,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,meanjjatemp,0.4232795443092782,Q7,0.118,0.882,0.236,16.797223357863842,16.29761459958634,17.39347457002502,1.0958599704386813,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
ElkRiver,none,meanjjatemp,0.3631004981125924,Q7,0.1135,0.8865,0.227,16.567399884652424,16.15639922100567,17.039130484539548,0.8827312635338771,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,meanjjatemp,0.38961762783964154,Q7,0.106,0.894,0.212,19.914146551644933,19.439385970036167,20.351012728792032,0.9116267587558653,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Juliaetta,none,meanjjatemp,0.4008158734285475,Q7,0.1015,0.8985,0.203,20.32284425572295,19.8397403866847,20.761870500583335,0.9221301138986355,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,10mibuffer,meanjjatemp,0.41449834704140925,Q7,0.096,0.904,0.192,19.505304584709297,19.021579365193507,19.9652388255643,0.9436594603707924,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Kendrick,none,meanjjatemp,0.37549507633654877,Q7,0.1,0.9,0.2,19.907842473857595,19.46512704787951,20.311902165548144,0.8467751176686349,H2,Heat,ID7,"During the summer months, has it gotten hotter or cooler?"
Bovill,10mibuffer,frostdays,-4.285714285714286,Q2,0.848,0.152,0.304,172.76666666666668,181.4,160.8,-20.599999999999994,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Bovill,none,frostdays,-3.5135135135135136,Q2,0.8455,0.1545,0.309,166.73333333333332,174.1,157.1,-17,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Deary,10mibuffer,frostdays,-4.285714285714286,Q2,0.782,0.218,0.436,157.03333333333333,167.2,141,-26.19999999999999,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Deary,none,frostdays,-5.483870967741935,Q2,0.7945,0.2055,0.411,163.33333333333334,175.1,144,-31.099999999999994,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
ElkRiver,10mibuffer,frostdays,-4.705882352941177,Q3,0.608,0.392,0.784,166.26666666666668,174.8,154.4,-20.400000000000006,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
ElkRiver,none,frostdays,-4.333333333333334,Q3,0.606,0.394,0.788,173.7,181.8,160.6,-21.200000000000017,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Juliaetta,10mibuffer,frostdays,-0.5,Q3,0.6095,0.3905,0.781,113.13333333333334,116.2,109.7,-6.5,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Juliaetta,none,frostdays,0,Q4,0.4905,0.5095,0.981,106.06666666666666,107.2,106.6,-0.6000000000000085,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Kendrick,10mibuffer,frostdays,-1.6129032258064515,Q2,0.793,0.207,0.414,121.13333333333334,126.7,114.2,-12.5,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Kendrick,none,frostdays,-0.5555555555555556,Q3,0.621,0.379,0.758,110.73333333333333,113.9,106.1,-7.800000000000011,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Bovill,10mibuffer,summerdays,6.923076923076923,Q6,0.1585,0.8415,0.317,70.33333333333333,59.4,83,23.6,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Bovill,none,summerdays,7.619047619047619,Q7,0.1365,0.8635,0.273,75.63333333333334,63.1,91,27.9,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Deary,10mibuffer,summerdays,5.7142857142857135,Q6,0.147,0.853,0.294,71.96666666666667,63.2,81.3,18.099999999999994,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Deary,none,summerdays,5.625,Q7,0.105,0.895,0.21,69.76666666666667,61.2,78.9,17.700000000000003,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
ElkRiver,10mibuffer,summerdays,4.285714285714286,Q7,0.1085,0.8915,0.217,59.9,52.3,67.7,15.400000000000006,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
ElkRiver,none,summerdays,4.117647058823529,Q7,0.117,0.883,0.234,64.03333333333333,57.2,72.2,15,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Juliaetta,10mibuffer,summerdays,4.545454545454545,Q7,0.105,0.895,0.21,88.63333333333334,81.8,94.5,12.700000000000003,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Juliaetta,none,summerdays,4,Q6,0.1955,0.8045,0.391,92,85.8,97.7,11.900000000000006,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Kendrick,10mibuffer,summerdays,5,Q7,0.098,0.902,0.196,86.13333333333334,78.8,92.8,14,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Kendrick,none,summerdays,4.285714285714286,Q6,0.186,0.814,0.372,89.56666666666666,82.9,95.6,12.699999999999989,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Bovill,10mibuffer,tmaxgt90thdays,5,Q6,0.2225,0.7775,0.445,36.53333333333333,22.2,52.9,30.7,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Bovill,none,tmaxgt90thdays,5.454545454545454,Q6,0.24,0.76,0.48,36.53333333333333,20.4,55.8,35.4,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Deary,10mibuffer,tmaxgt90thdays,2.5,Q7,0.0675,0.9325,0.135,36.53333333333333,26.6,46.9,20.299999999999997,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Deary,none,tmaxgt90thdays,2.631578947368421,Q7,0.0625,0.9375,0.125,36.53333333333333,25.6,48.5,22.9,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
ElkRiver,10mibuffer,tmaxgt90thdays,1.875,Q7,0.1315,0.8685,0.263,36.53333333333333,28.4,47.4,19,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
ElkRiver,none,tmaxgt90thdays,1.5384615384615385,Q6,0.1925,0.8075,0.385,36.36666666666667,28.1,47.6,19.5,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Juliaetta,10mibuffer,tmaxgt90thdays,0.41666666666666663,Q5,0.3925,0.6075,0.785,36.53333333333333,29.3,43.7,14.400000000000002,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Juliaetta,none,tmaxgt90thdays,0.4545454545454546,Q5,0.3835,0.6165,0.767,36.53333333333333,29.4,43.4,14,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Kendrick,10mibuffer,tmaxgt90thdays,0,Q4,0.4905,0.5095,0.981,36.53333333333333,29.6,43.9,14.299999999999997,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Kendrick,none,tmaxgt90thdays,0,Q4,0.4905,0.5095,0.981,36.53333333333333,30.1,43.1,13,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Bovill,10mibuffer,tmingt90thdays,0,Q4,0.4905,0.5095,0.981,36.53333333333333,33.9,37.4,3.5,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Bovill,none,tmingt90thdays,0,Q4,0.4905,0.5095,0.981,36.53333333333333,34,37.4,3.3999999999999986,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Deary,10mibuffer,tmingt90thdays,1.7647058823529413,Q6,0.168,0.832,0.336,36.53333333333333,30.5,43.3,12.799999999999997,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Deary,none,tmingt90thdays,2.258064516129032,Q4,0.4455,0.5545,0.891,36.5,27.4,47.8,20.4,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
ElkRiver,10mibuffer,tmingt90thdays,1.9230769230769231,Q4,0.4595,0.5405,0.919,36.53333333333333,30.3,45.4,15.099999999999998,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
ElkRiver,none,tmingt90thdays,1.3043478260869565,Q5,0.3155,0.6845,0.631,36.36666666666667,32,42,10,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Juliaetta,10mibuffer,tmingt90thdays,0.38461538461538464,Q5,0.3835,0.6165,0.767,36.53333333333333,30,39.9,9.899999999999999,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Juliaetta,none,tmingt90thdays,0,Q4,0.4905,0.5095,0.981,36.53333333333333,29.7,39.7,10.000000000000004,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Kendrick,10mibuffer,tmingt90thdays,1.0526315789473684,Q6,0.2305,0.7695,0.461,36.53333333333333,29.4,41.4,12,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Kendrick,none,tmingt90thdays,-0.25,Q4,0.558,0.442,0.884,36.53333333333333,30.9,39.3,8.399999999999999,H3,Heat,ID7a,"If summer has changed, how frequently is it hotter?"
Bovill,10mibuffer,gsstartdoy,0,Q4,0.4905,0.5095,0.981,188.03333333333333,177.8,216,38.19999999999999,H4,Heat,ID9,When does it start getting hotter in the spring?
Bovill,none,gsstartdoy,0,Q4,0.4905,0.5095,0.981,198.26666666666668,175.7,233,57.30000000000001,H4,Heat,ID9,When does it start getting hotter in the spring?
Deary,10mibuffer,gsstartdoy,0,Q4,0.4905,0.5095,0.981,197.36666666666667,175.6,231.8,56.20000000000002,H4,Heat,ID9,When does it start getting hotter in the spring?
Deary,none,gsstartdoy,0.2272727272727273,Q4,0.4785,0.5215,0.957,198.83333333333334,177.6,232.8,55.20000000000002,H4,Heat,ID9,When does it start getting hotter in the spring?
ElkRiver,10mibuffer,gsstartdoy,0.4,Q4,0.464,0.536,0.928,201.2,178.8,235.8,57,H4,Heat,ID9,When does it start getting hotter in the spring?
ElkRiver,none,gsstartdoy,0,Q4,0.4905,0.5095,0.981,193.86666666666667,177.9,233.3,55.400000000000006,H4,Heat,ID9,When does it start getting hotter in the spring?
Juliaetta,10mibuffer,gsstartdoy,0,Q4,0.4905,0.5095,0.981,244.63333333333333,227.4,246.4,19,H4,Heat,ID9,When does it start getting hotter in the spring?
Juliaetta,none,gsstartdoy,0,Q4,0.4905,0.5095,0.981,249.3,241.5,246.4,4.900000000000006,H4,Heat,ID9,When does it start getting hotter in the spring?
Kendrick,10mibuffer,gsstartdoy,0,Q4,0.4905,0.5095,0.981,235.16666666666666,196,246.9,50.900000000000006,H4,Heat,ID9,When does it start getting hotter in the spring?
Kendrick,none,gsstartdoy,0,Q4,0.4905,0.5095,0.981,244.66666666666666,227.4,246.5,19.099999999999994,H4,Heat,ID9,When does it start getting hotter in the spring?
Bovill,10mibuffer,gsenddoy,0.37037037037037035,Q5,0.41,0.59,0.82,265.73333333333335,263.5,267.1,3.6000000000000227,H5,Heat,ID10,When does it start getting cooler in the fall?
Bovill,none,gsenddoy,0,Q4,0.496,0.504,0.992,266.7,265.7,267.8,2.1000000000000227,H5,Heat,ID10,When does it start getting cooler in the fall?
Deary,10mibuffer,gsenddoy,0,Q4,0.496,0.504,0.992,266.9,265.9,267.9,2,H5,Heat,ID10,When does it start getting cooler in the fall?
Deary,none,gsenddoy,0.38461538461538464,Q5,0.3625,0.6375,0.725,266.3666666666667,264.6,267.8,3.1999999999999886,H5,Heat,ID10,When does it start getting cooler in the fall?
ElkRiver,10mibuffer,gsenddoy,0,Q4,0.4905,0.5095,0.981,264.8666666666667,263.8,264.2,0.39999999999997726,H5,Heat,ID10,When does it start getting cooler in the fall?
ElkRiver,none,gsenddoy,0,Q4,0.4905,0.5095,0.981,264.76666666666665,263.7,264.1,0.4000000000000341,H5,Heat,ID10,When does it start getting cooler in the fall?
Juliaetta,10mibuffer,gsenddoy,0,Q4,0.4995,0.5005,0.999,268.6,268.7,268.7,0,H5,Heat,ID10,When does it start getting cooler in the fall?
Juliaetta,none,gsenddoy,0,Q4,0.4905,0.5095,0.981,268.6333333333333,268.8,268.7,-0.10000000000002274,H5,Heat,ID10,When does it start getting cooler in the fall?
Kendrick,10mibuffer,gsenddoy,0,Q4,0.498,0.502,0.996,268.5,268.6,268.7,0.0999999999999659,H5,Heat,ID10,When does it start getting cooler in the fall?
Kendrick,none,gsenddoy,0,Q4,0.5015,0.4985,0.997,268.6333333333333,268.7,268.9,0.19999999999998863,H5,Heat,ID10,When does it start getting cooler in the fall?
Bovill,10mibuffer,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,4.133333333333334,1.9,7.3,5.4,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Bovill,none,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,4.633333333333334,1.9,8,6.1,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Deary,10mibuffer,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,3.1666666666666665,2.4,3,0.6000000000000001,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Deary,none,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,3.8,2.4,5,2.6,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
ElkRiver,10mibuffer,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,3.8333333333333335,2.1,4.5,2.4,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
ElkRiver,none,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,4.433333333333334,3.2,4.6,1.3999999999999995,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Juliaetta,10mibuffer,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,2.8,1.4,3.6,2.2,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
